"OTU","Abundance","index","id","sampleloc","date","kingdom","phylum","class","order","family","genus","rel_ab","mean_cn"
"4cc7ca5341c7e6717b484f6c6f9f3b8c",0,"GESCF08_sinus_3_14_18","GESCF08_2018-03-14","sinus",2018-03-14,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",0,494537.594754048
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF08_sinus_9_9_19","GESCF08_2019-09-09","sinus",2019-09-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,713790.840670138
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF28_sputum_3_13_19","GESCF28_2019-03-13","sputum",2019-03-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,5937.99058429458
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF27_sputum_7_17_19","GESCF27_2019-07-17","sputum",2019-07-17,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,67540.9738480783
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF31_sinus_3_6_19","GESCF31_2019-03-06","sinus",2019-03-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1705.44453617949
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF25_sputum_10_3_18","GESCF25_2018-10-03","sputum",2018-10-03,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,83820.3264916732
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF12_sinus_2_28_18","GESCF12_2018-02-28","sinus",2018-02-28,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,274011.924294298
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_11_13_19","GESCF09_2019-11-13","sinus",2019-11-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3335.11051842132
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sputum_3_8_18","GESCF13_2018-03-08","sputum",2018-03-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,135881.571841864
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_8_8_18","GESCF09_2018-08-08","sinus",2018-08-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1688.57913376362
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF31_sputum_3_6_19","GESCF31_2019-03-06","sputum",2019-03-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,187677.76954914
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_8_8_18","GESCF09_2018-08-08","sputum",2018-08-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,4196.73869195688
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_5_9_18","GESCF09_2018-05-09","sinus",2018-05-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3264.03020484739
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF11_sinus_10_2_19","GESCF11_2019-10-02","sinus",2019-10-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,604.299470953741
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF27_sputum_12_7_18","GESCF27_2018-12-07","sputum",2018-12-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,234733.684301886
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sputum_3_8_18","GESCF06_2018-03-08","sputum",2018-03-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,9063.25481433338
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sputum_10_23_19","GESCF13_2019-10-23","sputum",2019-10-23,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,31193.7389747613
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sinus_10_2_19","GESCF02_2019-10-02","sinus",2019-10-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,148412.577510145
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF25_sinus_10_3_18","GESCF25_2018-10-03","sinus",2018-10-03,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,566.54424474541
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF12_sinus_5_23_18","GESCF12_2018-05-23","sinus",2018-05-23,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,67431.9561437336
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF08_sputum_3_14_18","GESCF08_2018-03-14","sputum",2018-03-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,220244.750567211
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_9_11_19","GESCF09_2019-09-11","sputum",2019-09-11,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3773.64656799789
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_6_14_19","GESCF09_2019-06-14","sinus",2019-06-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1145.70525406765
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF27_sinus_12_7_18","GESCF27_2018-12-07","sinus",2018-12-07,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,2269.1682218439
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sinus_10_23_19","GESCF13_2019-10-23","sinus",2019-10-23,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,875847.610804874
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF11_sinus_8_14_19","GESCF11_2019-08-14","sinus",2019-08-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,6416.10128724993
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sputum_7_17_19","GESCF13_2019-07-17","sputum",2019-07-17,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3963.43690561202
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF34_sinus_1_26_21","GESCF34_2021-01-26","sinus",2021-01-26,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,6059721.20280838
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF01_sinus_8_28_19","GESCF01_2019-08-28","sinus",2019-08-28,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3530.76390795196
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF21_sinus_8_1_18","GESCF21_2018-08-01","sinus",2018-08-01,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,275.917967550465
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF11_sputum_10_2_19","GESCF11_2019-10-02","sputum",2019-10-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1301.81278847885
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sputum_5_8_19","GESCF13_2019-05-08","sputum",2019-05-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,159781.396413175
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sinus_1_22_20","GESCF02_2020-01-22","sinus",2020-01-22,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,0
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF27_sinus_7_17_19","GESCF27_2019-07-17","sinus",2019-07-17,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,34875.6799759124
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF20_sputum_7_18_18","GESCF20_2018-07-18","sputum",2018-07-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,887614.310274315
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF11_sinus_6_26_19","GESCF11_2019-06-26","sinus",2019-06-26,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,8397519.36358273
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF21_sputum_8_1_18","GESCF21_2018-08-01","sputum",2018-08-01,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,194.412173730358
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sputum_10_10_18","GESCF06_2018-10-10","sputum",2018-10-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,908722.778461568
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF01_sinus_5_2_18","GESCF01_2018-05-02","sinus",2018-05-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,2272577.57288202
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sinus_4_10_19","GESCF02_2019-04-10","sinus",2019-04-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,456.316451776152
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sputum_4_10_19","GESCF02_2019-04-10","sputum",2019-04-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,10131.0983345097
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF08_sputum_9_9_19","GESCF08_2019-09-09","sputum",2019-09-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,127556.023774827
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_1_24_18","GESCF09_2018-01-24","sinus",2018-01-24,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1.56201925858624
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_9_11_19","GESCF09_2019-09-11","sinus",2019-09-11,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,2619.35130652189
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF20_sputum_10_31_18","GESCF20_2018-10-31","sputum",2018-10-31,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,296325.736999027
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sputum_5_9_18","GESCF06_2018-05-09","sputum",2018-05-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,852873.846255927
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sinus_12_12_18","GESCF03_2018-12-12","sinus",2018-12-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,9796.06377466179
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sputum_6_12_19","GESCF05_2019-06-12","sputum",2019-06-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,7823.1661418209
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_10_3_18","GESCF09_2018-10-03","sinus",2018-10-03,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,46508.3719137971
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_1_24_18","GESCF09_2018-01-24","sputum",2018-01-24,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,60813.6242817504
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sinus_9_4_19","GESCF06_2019-09-04","sinus",2019-09-04,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,158621.688464455
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF21_sinus_10_3_18","GESCF21_2018-10-03","sinus",2018-10-03,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,534.268758839376
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_5_9_18","GESCF09_2018-05-09","sputum",2018-05-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,49257.8327061979
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sputum_9_4_19","GESCF05_2019-09-04","sputum",2019-09-04,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1389.77914262047
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sinus_3_8_18","GESCF13_2018-03-08","sinus",2018-03-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,NA
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sinus_5_8_19","GESCF13_2019-05-08","sinus",2019-05-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,503550.838842194
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sinus_5_9_18","GESCF06_2018-05-09","sinus",2018-05-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,17651.2766447816
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_2_13_19","GESCF09_2019-02-13","sputum",2019-02-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3520.3640096054
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF01_sputum_5_2_18","GESCF01_2018-05-02","sputum",2018-05-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,92534.8229009483
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF21_sputum_10_3_18","GESCF21_2018-10-03","sputum",2018-10-03,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,42315.5323588323
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF12_sputum_2_28_18","GESCF12_2018-02-28","sputum",2018-02-28,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,82964.4807248857
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_10_3_18","GESCF09_2018-10-03","sputum",2018-10-03,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,20677.1051690376
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF28_sinus_3_13_19","GESCF28_2019-03-13","sinus",2019-03-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,477.341489341239
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sputum_10_2_19","GESCF02_2019-10-02","sputum",2019-10-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,90582.2640895183
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF20_sinus_7_18_18","GESCF20_2018-07-18","sinus",2018-07-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,123234.701839759
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_6_14_19","GESCF09_2019-06-14","sputum",2019-06-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,2697.43108690625
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF15_sinus_5_2_18","GESCF15_2018-05-02","sinus",2018-05-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,9339.9528595786
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sinus_2_13_19","GESCF09_2019-02-13","sinus",2019-02-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,210.733737805812
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF16_sputum_6_20_18","GESCF16_2018-06-20","sputum",2018-06-20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,48412.0803967256
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sinus_9_4_19","GESCF05_2019-09-04","sinus",2019-09-04,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,246.972001938908
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sinus_8_14_19","GESCF03_2019-08-14","sinus",2019-08-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1579160.90017207
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sinus_5_2_18","GESCF02_2018-05-02","sinus",2018-05-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,90044.0902643401
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF34_sputum_1_26_21","GESCF34_2021-01-26","sputum",2021-01-26,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,102406.399674669
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF24_sinus_9_9_19","GESCF24_2019-09-09","sinus",2019-09-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,39844601.3447284
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF11_sputum_6_26_19","GESCF11_2019-06-26","sputum",2019-06-26,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,303.026413371433
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sputum_8_1_18","GESCF02_2018-08-01","sputum",2018-08-01,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,13650.7796922404
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF01_sputum_8_28_19","GESCF01_2019-08-28","sputum",2019-08-28,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,87188.9518255923
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sinus_11_29_17","GESCF05_2017-11-29","sinus",2017-11-29,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,26016.2746602944
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF11_sputum_8_14_19","GESCF11_2019-08-14","sputum",2019-08-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,595.641004686215
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sinus_5_30_18","GESCF03_2018-05-30","sinus",2018-05-30,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,71924.095811344
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF16_sinus_6_20_18","GESCF16_2018-06-20","sinus",2018-06-20,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,584.792107753964
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF09_sputum_11_13_19","GESCF09_2019-11-13","sputum",2019-11-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3085.10046091787
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sputum_5_2_18","GESCF02_2018-05-02","sputum",2018-05-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,68097.2719050311
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF19_sputum_7_18_18","GESCF19_2018-07-18","sputum",2018-07-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1199700.20712279
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF20_sinus_10_31_18","GESCF20_2018-10-31","sinus",2018-10-31,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,53110.0300413072
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF08_sinus_3_14_18","GESCF08_2018-03-14","sinus",2018-03-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,494537.594754048
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sinus_3_8_18","GESCF06_2018-03-08","sinus",2018-03-08,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3.81558491068775
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF19_sinus_7_18_18","GESCF19_2018-07-18","sinus",2018-07-18,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,125.138872205479
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF13_sinus_7_17_19","GESCF13_2019-07-17","sinus",2019-07-17,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3641.98244512008
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sinus_10_10_18","GESCF06_2018-10-10","sinus",2018-10-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,21079855.5730088
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sinus_8_1_18","GESCF02_2018-08-01","sinus",2018-08-01,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1406310.23467852
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sputum_8_14_19","GESCF03_2019-08-14","sputum",2019-08-14,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,22443.3029100743
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sinus_6_12_19","GESCF05_2019-06-12","sinus",2019-06-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,297.858388983366
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sputum_10_10_18","GESCF03_2018-10-10","sputum",2018-10-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,425.360068976998
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF06_sputum_9_4_19","GESCF06_2019-09-04","sputum",2019-09-04,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,6628.91349180818
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF02_sputum_1_22_20","GESCF02_2020-01-22","sputum",2020-01-22,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,167730.736243202
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF12_sputum_5_23_18","GESCF12_2018-05-23","sputum",2018-05-23,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,9690.446781013
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF19_sinus_6_12_19","GESCF19_2019-06-12","sinus",2019-06-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,12.4338092349364
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF15_sputum_5_2_18","GESCF15_2018-05-02","sputum",2018-05-02,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,92.1670388945588
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sinus_3_28_18","GESCF05_2018-03-28","sinus",2018-03-28,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3619.94264027476
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sputum_3_28_18","GESCF05_2018-03-28","sputum",2018-03-28,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,114182.402488847
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF24_sinus_3_13_19","GESCF24_2019-03-13","sinus",2019-03-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,231873.341160766
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sinus_10_10_18","GESCF03_2018-10-10","sinus",2018-10-10,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,417.033928687988
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF05_sputum_11_29_17","GESCF05_2017-11-29","sputum",2017-11-29,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,3344.35912127229
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF24_sputum_3_13_19","GESCF24_2019-03-13","sputum",2019-03-13,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,7291034.04019765
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sputum_5_30_18","GESCF03_2018-05-30","sputum",2018-05-30,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,32126.7668303406
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF19_sputum_6_12_19","GESCF19_2019-06-12","sputum",2019-06-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,281582.395912577
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF24_sputum_9_9_19","GESCF24_2019-09-09","sputum",2019-09-09,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,329545.57655179
"50157ceb0f00ddc85bb0f26a7cdf0875",0,"GESCF03_sputum_12_12_18","GESCF03_2018-12-12","sputum",2018-12-12,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Tannerella",0,1691.02163602961
"55d6156f0e574ffbc7ab769b18ac5712",0,"GESCF12_sinus_2_28_18","GESCF12_2018-02-28","sinus",2018-02-28,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",0,274011.924294298
"55d6156f0e574ffbc7ab769b18ac5712",0,"GESCF09_sputum_6_14_19","GESCF09_2019-06-14","sputum",2019-06-14,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",0,2697.43108690625
